lyrics,song_name
"And now the end is near.So I face the final curtain.My friend, I'll say it clear.I'll state my case of which I'm certain..I've lived a life that's full.I've traveled each and every highway.And more, much more than this.I did it my way..Regrets, I've had a few.But then again, too few to mention.I did what I had to do.And saw it through without exception..I planned each charted course.Each careful step along the byway.Oh, and more, much more than this.I did it my way..Yes, there were times, I'm sure you knew.When I bit off more than I could chew.But through it all when there was doubt.I ate it up and spit it out.I faced it all and I stood tall.And did it my way.I've loved, I've laughed and cried.I've had my fill, my share of losing.And now as tears subside.I find it all so amusing.To think I did all that.And may I say, not in a shy way.Oh, no, no not me.I did it my way..For what is a man, what has he got.If not himself, then he has not.To say the words he truly feels.And not the words of one who kneels.The record shows I took the blows.And did it my way.The record shows I took the blows.And did it my way",My Way
"Oh I wish I was in the land of cotton.Old times there are not forgotten.Look away, look away, look away Dixieland.Oh I wish I was in Dixie, away, away.In Dixieland I take my stand to live and die in Dixie.Because Dixieland, that's where I was born.Early Lord one frosty morning.Look away, look away, look away Dixieland..Glory, glory hallelujah.Glory, glory hallelujah.Glory, glory hallelujah.His truth is marching on..So hush little baby.Don't you cry.You know your daddy's bound to die.But all my trials, Lord will soon be over..Glory, glory hallelujah.His truth is marching on.His truth is marching on",An American Trilogy
"Uh, well, a-bless my soul.What's wrong with me?.I'm itching like a man on a fuzzy tree.My friends say I'm actin' wild as a bug.I'm in love.I'm all shook up.Mm ooh, yeah, yeah..Well, my hands are shaky and my knees are weak.I can't seem to stand on my own two feet.Who do you thank when you have such luck?.I'm in love.I'm all shook up.Mm ooh, yeah, yeah..Well, please don't ask me what's on my mind.I'm a little mixed up, but I feel fine.When I'm near the girl that I love best.My heart beats so it scares me to death..When she touched my hand, what a chill I got.Her lips are like a volcano that's hot.I'm proud to say that she's my buttercup.I'm in love.I'm all shook up.Mm ooh, yeah, yeah.My tongue gets tied when I try to speak.My insides shake like a leaf on a tree.There's only one cure for this body of mine.That's to have that girl that I love so fine..She touched my hand, what a chill I got.Her lips are like a volcano that's hot.I'm proud to say that she's my buttercup.I'm in love.I'm all shook up.Mm ooh, yeah, yeah.Mm ooh, yeah, yeah.I'm all shook up",All Shook Up
"A little less conversation, a little more action please.All this aggravation ain't satisfactionin' me.A little more bite and a little less bark.A little less fight and a little more spark.Close your mouth and open up your heart and baby satisfy me.Satisfy me, baby..Baby, close your eyes and listen to the music.Drifting through a summer breeze.It's a groovy night and I can show you how to use it.Come along with me and put your mind at ease..Hey, a little less conversation, a little more action please.All this aggravation ain't satisfactionin' me.A little more bite and a little less bark.A little less fight and a little more spark.Shut your mouth and open up your heart and baby satisfy me (Satisfy me).Satisfy me, baby (Satisfy me)..Come on baby, I'm tired of talking.Grab your coat and let's start walking.Come on, come on (Come on, come on).Come on, come on (Come on, come on).Come on, come on (Come on, come on).Don't procrastinate, don't articulate.Girl it's getting late, gettin' upset waitin' around.A little less conversation, a little more action please.All this aggravation ain't satisfactioning me.A little more bite and a little less bark.A little less fight and a little more spark.Shut your mouth and open up your heart and baby satisfy me (Satisfy me).Satisfy me baby (Satisfy me).Satisfy me girl (Come on, come on, come on, come on).Satisfy me baby (Satisfy me).Satisfy me (Come on, come on, come on, come on).Satisfy me baby (Satisfy me).Satisfy me girl (Come on, come on, come on, come on).Satisfy me (Satisfy me).Satisfy me baby (Come on, come on, come on, come on).Satisfy me (Satisfy me)",A Little Less Conversation
"Treat me like a fool.Treat me mean and cruel.But love me.Wring my faithful heart.Tear it all apart.But love me (won't you love me)..Well, if you ever go.Darling, I'll be oh, so lonely.I'll be sad and blue.Crying over you, dear only..I would beg and steal (beg and steal).Just to feel (just to feel).Your heart (I want your heart).Beating close to mine (so close to mine)..Well, if you ever go.Darling, I'll be oh, so lonely.I'll be sad and blue.Crying over you, dear only.I would beg and steal (he would beg and steal).Just to feel (yes, just to feel).Your heart (I want your heart).Beating close to mine (so close to mine)..Well, if you ever go.Darling, I'll be oh, so lonely.Beggin' on my knees.All I ask is please, please love me.Oh yeah",Love Me
"It's now or never.Come hold me tight.Kiss me, my darling.Be mine tonight.Tomorrow will be too late.It's now or never.My love won't wait..When I first saw you.With your smile so tender.My heart was captured.My soul surrendered.I'd spend a lifetime.Waiting for the right time.Now that you're near.The time is here at last..It's now or never.Come hold me tight.Kiss me, my darling.Be mine tonight.Tomorrow will be too late.It's now or never.My love won't wait.Just like a willow.We would cry an ocean.If we lost true love.And sweet devotion.Your lips excite me.Let your arms invite me.For who knows when.We'll meet again this way..It's now or never.Come hold me tight.Kiss me, my darling.Be mine tonight.Tomorrow will be too late.It's now or never.My love won't wait..It's now or never.My love won't wait.It's now or never.My love won't wait.It's now or never.My love won't wait",It’s Now Or Never
"Little sister, don't you.Little sister, don't you.Little sister, don't you kiss me once or twice.Then say it's very nice.And then you run.Little sister, don't you.Do what your big sister done..Well, I dated your big sister.And I took her to a show.I went for some candy.Along came Jim Dandy.And they snuck right out the door..Little sister, don't you.Little sister, don't you.Little sister, don't you kiss me once or twice.Then say it's very nice.And then you run.Little sister, don't you.Do what your big sister done..Every time I see your sister.Well, she's got somebody new.She's mean, and she's evil.Like that little old boll weevil.Guess I'll try my luck with you.Little sister, don't you.Little sister, don't you.Little sister, don't you kiss me once or twice.Then say it's very nice.And then you run.Little sister, don't you.Do what your big sister done..Well, I used to pull your pigtails.And pinch your turned-up nose.But you been a-growing.And baby, it's been showing.From your head down to your toes..Little sister, don't you.Little sister, don't you.Little sister, don't you kiss me once or twice.Then say it's very nice.And then you run.Little sister, don't you.Do what your big sister done..Little sister, don't you.Do what your big sister done.Little sister, don't you.Do what your big sister done",Little Sister
"""Look, I was gonna go easy on you not to hurt your feelings"".""But I'm only going to get this one chance"" (Six minutes— Six minutes—).""Something's wrong, I can feel it"" (Six minutes, Slim Shady, you're on!).""Just a feeling I've got, like something's about to happen, but I don't know what. .If that means what I think it means, we're in trouble, big trouble; .And if he is as bananas as you say, I'm not taking any chances"".""You are just what the doc ordered""..I'm beginnin' to feel like a Rap God, Rap God.All my people from the front to the back nod, back nod.Now, who thinks their arms are long enough to slap box, slap box?.They said I rap like a robot, so call me Rap-bot..But for me to rap like a computer it must be in my genes.I got a laptop in my back pocket.My pen'll go off when I half-cock it.Got a fat knot from that rap profit.Made a livin' and a killin' off it.Ever since Bill Clinton was still in office.With Monica Lewinsky feelin' on his nutsack.I'm an MC still as honest.But as rude and as indecent as all hell.Syllables, skill-a-holic (Kill 'em all with).This flippity dippity-hippity hip-hop.You don't really wanna get into a pissin' match.With this rappity brat, packin' a MAC in the back of the Ac'.Backpack rap crap, yap-yap, yackety-yack.And at the exact same time, I attempt these lyrical acrobat stunts while I'm practicin' that.I'll still be able to break a motherfuckin' table.Over the back of a couple of faggots and crack it in half.Only realized it was ironic, I was signed to Aftermath after the fact.How could I not blow? All I do is drop F-bombs.Feel my wrath of attack.Rappers are havin' a rough time period, here's a maxi pad.It's actually disastrously bad for the wack.While I'm masterfully constructing this masterpièce.'Cause I'm beginnin' to feel like a Rap God, Rap God.All my people from the front to the back nod, back nod.Now, who thinks their arms are long enough to slap box, slap box?.Let me show you maintainin' this shit ain't that hard, that hard.Everybody want the key and the secret to rap immortality like Ι have got..Well, to be truthful the blueprint's.Simply rage and youthful exuberance.Everybody loves to root for a nuisance.Hit the Earth like an asteroid.Did nothing but shoot for the Moon since (Pew!).MCs get taken to school with this music.'Cause I use it as a vehicle to ""bus the rhyme"".Now I lead a new school full of students.Me? I'm a product of Rakim.Lakim Shabazz, 2Pac, N.W.A, Cube, hey Doc, Ren.Yella, Eazy, thank you, they got Slim.Inspired enough to one day grow up, blow up and be in a position.To meet Run–D.M.C., induct them.Into the motherfuckin' Rock and Roll Hall of Fame.Even though I'll walk in the church and burst in a ball of flames.Only Hall of Fame I'll be inducted in is the alcohol of fame.On the wall of shame.You fags think it's all a game, 'til I walk a flock of flames.Off a plank and, tell me what in the fuck are you thinkin'?.Little gay-lookin' boy.So gay I can barely say it with a straight face, lookin' boy (Ha-ha!).You're witnessin' a mass-occur.Like you're watching a church gathering take place, lookin' boy.""Oy vey, that boy's gay!""—that's all they say, lookin' boy.You get a thumbs up, pat on the back.And a ""way to go"" from your label every day, lookin' boy.Hey, lookin' boy! What you say, lookin' boy?.I get a ""hell yeah"" from Dre, lookin' boy.I'ma work for everything I have, never asked nobody for shit.Get outta my face, lookin' boy!.Basically, boy, you're never gonna be capable.Of keepin' up with the same pace, lookin' boy, 'cause—.I'm beginnin' to feel like a Rap God, Rap God.All my people from the front to the back nod, back nod.The way I'm racin' around the track, call me NASCAR, NASCAR.Dale Earnhardt of the trailer park, the White Trash God.Kneel before General Zod.This planet's Krypton—no, Asgard, Asgard..So you'll be Thor and I'll be Odin.You rodent, I'm omnipotent.Let off, then I'm reloadin'.Immediately with these bombs I'm totin'.And I should not be woken.I'm the walkin' dead, but I'm just a talkin' head, a zombie floatin'.But I got your mom deep-throatin'.I'm out my Ramen Noodle.We have nothin' in common, poodle.I'm a Doberman, pinch yourself in the arm and pay homage, pupil.It's me, my honesty's brutal.But it's honestly futile if I don't utilize what I do though.For good at least once in a while.So I wanna make sure somewhere in this chicken scratch I scribble and doodle enough rhymes.To maybe try to help get some people through tough times.But I gotta keep a few punchlines.Just in case 'cause even you unsigned.Rappers are hungry lookin' at me like it's lunchtime.I know there was a time where once I.Was king of the underground.But I still rap like I'm on my Pharoahe Monch grind.So I crunch rhymes, but sometimes when you combine.Appeal with the skin color of mine.You get too big and here they come tryin'.To censor you like that one line.I said on ""I'm Back"" from The Mathers LP 1 when I.Tried to say I'll take seven kids from Columbine.Put 'em all in a line, add an AK-47, a revolver and a 9.See if I get away with it now that I ain't as big as I was, but I'm.Morphin' into an immortal, comin' through the portal.You're stuck in a time warp from 2004 though.And I don't know what the fuck that you rhyme for.You're pointless as Rapunzel with fuckin' cornrows.You write normal? Fuck being normal!.And I just bought a new raygun from the future.Just to come and shoot ya, like when Fabolous made Ray J mad.'Cause Fab said he looked like a fag at Mayweather's pad.Singin' to a man while he played piano.Man, oh man, that was a 24/7 special on the cable channel.So Ray J went straight to the radio station.The very next day, ""Hey Fab, I'ma kill you!"".Lyrics comin' at you at supersonic speed (J.J. Fad).Uh, summa-lumma, dooma-lumma, you assumin' I'm a human.What I gotta do to get it through to you I'm superhuman?.Innovative and I'm made of rubber so that anything you say is ricochetin' off of me and it'll glue to you and.I'm devastating, more than ever demonstrating.How to give a motherfuckin' audience a feeling like it's levitating.Never fading, and I know the haters are forever waiting.For the day that they can say I fell off, they'll be celebrating.'Cause I know the way to get 'em motivated.I make elevating music, you make elevator music.""Oh, he's too mainstream."".Well, that's what they do when they get jealous, they confuse it.""It's not hip-hop, it's pop,""—'cause I found a hella way to fuse it.With rock, shock rap with Doc.Throw on ""Lose Yourself"" and make 'em lose it.""I don't know how to make songs like that.I don't know what words to use."".Let me know when it occurs to you.While I'm rippin' any one of these verses that versus you.It's curtains, I'm inadvertently hurtin' you.How many verses I gotta murder to.Prove that if you were half as nice, your songs you could sacrifice virgins too?!.Ugh, school flunky, pill junkie.But look at the accolades these skills brung me.Full of myself, but still hungry.I bully myself 'cause I make me do what I put my mind to.And I'm a million leagues above you.Ill when I speak in tongues, but it's still tongue-in-cheek, fuck you.I'm drunk, so, Satan, take the fucking wheel.I'ma sleep in the front seat.Bumpin' Heavy D and the Boyz, still ""Chunky but Funky"".But in my head there's something I can feel tugging and struggling.Angels fight with devils and here's what they want from me.They're askin' me to eliminate some of the women hate.But if you take into consideration the bitter hatred.I have, then you may be a little patient.And more sympathetic to the situation.And understand the discrimination.But fuck it, life's handin' you lemons? Make lemonade then!.But if I can't batter the women.How the fuck am I supposed to bake them a cake then?!.Don't mistake him for Satan; it's a fatal mistake.If you think I need to be overseas and take a vacation.To trip a broad, and make her fall on her face and.Don't be a retard—be a king? Think not.Why be a king when you can be a god?","Rap God, Look, I was gonna go easy on you not to hurt your feelings"
"You sound like a bitch, bitch.Shut the fuck up.When your fans become your haters.You done?.Fuckin' beard's weird.Alright.You yellin' at the mic, fuckin' weird beard (You want smoke).We doin' this once.You yellin' at the mic, your beard's weird.Why you yell at the mic? (Illa)..Rihanna just hit me on a text.Last night I left hickeys on her neck.Wait, you just dissed me? I'm perplexed.Insult me in a line, compliment me on the next.Damn, I'm really sorry you want me to have a heart attack.Was watchin' 8 Mile on my NordicTrack.Realized I forgot to call you back.Here's that autograph for your daughter, I wrote it on a Starter cap.Stan, Stan, son.Listen, man, Dad isn't mad.But how you gonna name yourself after a damn gun.And have a man-bun?.The giant's woke, eyes open, undeniable.Supplyin' smoke, got the fire stoked.Say you got me in a scope, but you grazed me.I say one call to Interscope and you're Swayze.Your reply got the crowd yelling, ""Woo!"".So before you die let's see who can out-petty who.With your corny lines (""Slim, you're old"")—ow, Kelly, ooh.But I'm 45 and I'm still outselling you.By 29, I had three albums that had blew.Now let's talk about somethin' I don't really do.Go in someone's daughter's mouth stealin' food.But you're a fuckin' mole hill.Now I'ma make a mountain out of you, woo!.Ho, chill, actin' like you put the chrome barrel to my bone marrow.Gunner? Bitch, you ain't a bow and arrow.Say you'll run up on me like a phone bill, sprayin' lead (Brrt).Playin' dead, that's the only time you hold still (Hold up).Are you eating cereal or oatmeal?.What the fuck's in the bowl, milk? Wheaties or Cheerios?.'Cause I'm takin' a shit in 'em, Kelly, I need reading material.…Dictionary….""Yo, Slim, your last four albums sucked.Go back to Recovery,"" oh shoot, that was three albums ago.What do you know? Oops.Know your facts before you come at me, lil' goof.Luxury, oh, you broke, bitch? Yeah, I had enough money in '02.To burn it in front of you, ho.Younger me? No, you the wack me, it's funny but so true.I'd rather be 80-year-old me than 20-year-old you.'Til I'm hitting old age.Still can fill a whole page with a 10-year-old's rage.Got more fans than you in your own city, lil' kiddy, go play.Feel like I'm babysitting Lil Tay.Got the Diddy okay so you spent your whole day.Shootin' a video just to fuckin' dig your own grave.Got you at your own wake, I'm the billy goat.You ain't never made a list next to no Biggie, no Jay.Next to Taylor Swift and that Iggy ho, you about to really blow.Kelly, they'll be putting your name.Next to Ja, next to Benzino—die, motherfucker!.Like the last motherfucker sayin' Hailie in vain.Alien brain, you Satanist (Yeah).My biggest flops are your greatest hits.The game's mine again and ain't nothin' changed but the locks.So before I slay this bitch I, mwah, give Jade a kiss.Gotta wake up Labor Day to this (The fuck?).Bein' rich-shamed by some prick usin' my name for clickbait.In a state of bliss 'cause I said his goddamn name.Now I gotta cock back, aim.Yeah, bitch, pop Champagne to this! (Pop).It's your moment.This is it, as big as you're gonna get, so enjoy it.Had to give you a career to destroy it.Lethal injection.Go to sleep six feet deep, I'll give you a B for the effort.But if I was three-foot-eleven.You'd look up to me, and for the record.You would suck a dick to fuckin' be me for a second.Lick a ballsack to get on my channel.Give your life to be as solidified.This mothafuckin' shit is like Rambo when he's out of bullets.So what good is a fuckin' machine gun when it's outta ammo?.Had enough of this tatted-up mumble rapper.How the fuck can him and I battle?.He'll have to fuck Kim in my flannel.I'll give him my sandals.'Cause he knows, long as I'm Shady he's gon' have to live in my shadow.Exhausting, letting off on my offspring.Lick a gun barrel, bitch, get off me!.You dance around it like a sombrero, we can all see.You're fuckin' salty.'Cause Young Gerald's balls-deep inside of Halsey.Your red sweater, your black leather.You dress better, I rap better.That a death threat or a love letter?.Little white toothpick.Thinks it's over a pic, I just don't like you, prick.Thanks for dissing me.Now I had an excuse on the mic to write ""Not Alike"".But really I don't care who's in the right.But you're losin' the fight you picked.Who else want it? Kells—attempt fails! Budden—L's!.Fuckin' nails in these coffins as soft as Cottonelle.Killshot, I will not fail, I'm with the Doc still.But this idiot's boss pops pills and tells him he's got skills.But, Kells, the day you put out a hit's the day Diddy admits.That he put the hit out that got Pac killed, ah!.I'm sick of you bein' wack.And still usin' that mothafuckin' Auto-Tune.So let's talk about it (Let's talk about it).I'm sick of your mumble rap mouth.Need to get the cock up out it.Before we can even talk about it (Talk about it).I'm sick of your blonde hair and earrings.Just 'cause you look in the mirror and think.That you're Marshall Mathers (Marshall Mathers).Don't mean you are, and you're not about it.So just leave my dick in your mouth and keep my daughter out it.You fuckin'—oh.And I'm just playin', Diddy.You know I love you",Killshot
"Ugh, you're a monster..I can swallow a bottle of alcohol and I'll feel like Godzilla.Better hit the deck like the card dealer.My whole squad's in here, walking around the party.A cross between a zombie apocalypse and B-Bobby ""The.Brain"" Heenan which is probably the.Same reason I wrestle with mania.Shady's in this bitch, I'm posse'd up.Consider it to cross me a costly mistake.If they sleepin' on me, the hoes better get insomnia.ADHD, Hydroxycut.Pass the Courvoisier (Hey, hey).In AA with an AK, melee, finna set it like a playdate.Better vacate, retreat like a vacay, mayday (Ayy).This beat is cray-cray, Ray J, H-A-H-A-H-A.Laughing all the way to the bank, I spray flames.They cannot tame or placate the..Monster.You get in my way, I'ma feed you to the monster (Yeah).I'm normal during the day, but at night, turn to a monster (Yeah).When the moon shines like Ice Road Truckers.I look like a villain outta those blockbusters.Godzilla, fire spitter, monster.Blood on the dance floor, and on the Louis V carpet.Fire, Godzilla, fire, monster.Blood on the dance floor, and on the Louis V carpet.I'm just a product of Slick Rick and Onyx, told 'em lick the balls.Had 'em just appalled, did so many things that pissed 'em off.It's impossible to list 'em all.And in the midst of all this.I'm in a mental hospital with a crystal ball.Tryna see, will I still be like this tomorrow?.Risperdal, voices whisper.My fist is balled back up against the wall, pencil drawn.This is just the song to go ballistic on.You just pulled a pistol on a guy with a missile launcher.I'm just a Loch Ness, the mythological.Quick to tell a bitch screw off like a fifth of vodka.When you twist the top of the bottle, I'm a..Monster.You get in my way, I'ma feed you to the monster (Yeah).I'm normal during the day, but at night, turn to a monster (Yeah).When the moon shines like Ice Road Truckers.I look like a villain outta those blockbusters.Godzilla, fire spitter, monster.Blood on the dance floor, and on the Louis V carpet.Fire, Godzilla, fire, monster.Blood on the dance floor, and on the Louis V carpet.If you never gave a damn (Ayy), raise your hand.'Cause I'm about to set trip, vacation plans.I'm on point like my index is, so all you will ever get is.The motherfuckin' finger (Finger), prostate exam ('Xam).How can I have all these fans and perspire?.Like a liar's pants, I'm on fire.And I got no plans to retire and I'm still the man you admire.These chicks are spazzin' out, I only get more handsome and flyer.I got 'em passin' out like what you do when you hand someone flyers.And what goes around comes around just like the blades on the chainsaw.'Cause I caught the flack, but my dollars stacked right off the bat like a baseball.Like Kid Ink, bitch, I got them racks with so much ease that they call me Diddy.'Cause I make bands and I call getting cheese a cakewalk (Cheesecake, yeah).Bitch, I'm a player, I'm too motherfuckin' stingy for Cher.Won't even lend you an ear, ain't even pretending to care.But I tell a bitch I'll marry her if she'll bury her.Face in my genital area, the original Richard Ramirez.Cristhian Rivera, 'cause my lyrics never sit well.So they wanna give me the chair.Like a paraplegic, and it's scary, call it Hari Kari.'Cause e'ry Tom and Dick and Harry carry a Merriam motherfuckin' dictionary on 'em.Swearing up and down they can spit, this shit's hilarious.It's time to put these bitches in the obituary column.We wouldn't see eye to eye with a staring problem.Get the shaft like a steering column (Monster).Trigger happy, pack heat, but it's black ink.Evil half of the Bad Meets.Evil, that means take a back seat.Take it back to Fat Beats with a maxi single.Look at my rap sheet, what attracts these people.Is my 'Gangsta Bitch' like Apache with a catchy jingle.I stack chips, you barely got a half-eaten Cheeto.Fill 'em with the venom and eliminate 'em.Other words, I Minute Maid 'em.I don't wanna hurt 'em, but I did, I'm in a fit of rage.I'm murderin' again, nobody will evade.I'm finna kill 'em and dump all their fuckin' bodies in the lake.Obliterating everything, incinerate a renegade.I'm here to make anybody who want it with the pen afraid.But don't nobody want it, but they're gonna get it anyway.'Cause I'm beginnin' to feel like I'm mentally ill.I'm Attila, kill or be killed, I'm a killer bee, the vanilla gorilla.You're bringin' the killer within me outta me.You don't wanna be the enemy of the demon who entered me.And be on the receivin' end of me, what stupidity it'd be.Every bit of me's the epitome of a spitter.When I'm in the vicinity, motherfucker, you better duck.Or you finna be dead the minute you run into me.A hundred percent of you is a fifth of a percent of me.I'm 'bout to fuckin' finish you, bitch, I'm unfadable.You wanna battle, I'm available, I'm blowin' up like an inflatable.I'm undebatable, I'm unavoidable, I'm unevadable.I'm on the toilet bowl, I got a trailer full of money and I'm paid in full.I'm not afraid to pull a—.Man, stop.Look what I'm plannin', haha",Godzilla
"Look, if you had one shot or one opportunity.To seize everything you ever wanted in one moment.Would you capture it, or just let it slip? Yo.His palms are sweaty, knees weak, arms are heavy.There's vomit on his sweater already, mom's spaghetti.He's nervous, but on the surface he looks calm and ready.To drop bombs, but he keeps on forgetting.What he wrote down, the whole crowd goes so loud.He opens his mouth, but the words won't come out.He's choking, how? Everybody's joking now.The clock's run out, time's up, over—blaow!.Snap back to reality, ope there goes gravity, ope.There goes Rabbit, he choked, he's so mad but he won't.Give up that easy, no, he won't have it, he knows.His whole back's to these ropes, it don't matter, he's dope.He knows that but he's broke, he's so stagnant, he knows.When he goes back to this mobile home, that's when it's.Back to the lab again yo, this old rap shit, he.Better go capture this moment and hope it don't pass him, and..You better lose yourself in the music.The moment, you own it, you better never let it go (Go!).You only get one shot, do not miss your chance to blow.This opportunity comes once in a lifetime, yo.You better lose yourself in the music.The moment, you own it, you better never let it go (Go!).You only get one shot, do not miss your chance to blow.This opportunity comes once in a lifetime, yo.You better….His soul's escaping through this hole that is gaping.This world is mine for the taking, make me king.As we move toward a New World Order.A normal life is boring; but superstardom's.Close to post-mortem, it only grows harder.Homie grows hotter, he blows, it's all over.These hoes is all on him, coast-to-coast shows.He's known as the Globetrotter, lonely roads.God only knows, he's grown farther from home, he's no father.He goes home and barely knows his own daughter.But hold your nose, 'cause here goes the cold water.These hoes don't want him no mo', he's cold product.They moved on to the next schmoe who flows.He nose-dove and sold nada, and so the soap opera.Is told, it unfolds, I suppose it's old, partner.But the beat goes on: da-da-dom, da-dom, dah-dah, dah-dah.You better lose yourself in the music.The moment, you own it, you better never let it go (Go!).You only get one shot, do not miss your chance to blow.This opportunity comes once in a lifetime, yo.You better lose yourself in the music.The moment, you own it, you better never let it go (Go!).You only get one shot, do not miss your chance to blow.This opportunity comes once in a lifetime, yo.You better….No more games, I'ma change what you call rage.Tear this motherfuckin' roof off like two dogs caged.I was playin' in the beginning, the mood all changed.I've been chewed up and spit out and booed off stage.But I kept rhymin' and stepped right in the next cypher.Best believe somebody's payin' the Pied Piper.All the pain inside amplified by the.Fact that I can't get by with my nine-to-.Five and I can't provide the right type of life for my family.'Cause man, these goddamn food stamps don't buy diapers.And there's no movie, there's no Mekhi Phifer, this is my life.And these times are so hard, and it's gettin' even harder.Tryna feed and water my seed, plus teeter-totter.Caught up between bein' a father and a prima donna.Baby mama drama, screamin' on her, too much for me to wanna.Stay in one spot, another day of monotony's.Gotten me to the point I'm like a snail, I've got.To formulate a plot or end up in jail or shot.Success is my only motherfuckin' option—failure's not.Mom, I love you, but this trailer's got.To go; I cannot grow old in Salem's Lot.So here I go, it's my shot: feet, fail me not.This may be the only opportunity that I got..You better lose yourself in the music.The moment, you own it, you better never let it go (Go!).You only get one shot, do not miss your chance to blow.This opportunity comes once in a lifetime, yo.You better lose yourself in the music.The moment, you own it, you better never let it go (Go!).You only get one shot, do not miss your chance to blow.This opportunity comes once in a lifetime, yo.You better….You can do anything you set your mind to, man",Lose Yourself
"I'm friends with the monster that's under my bed.Get along with the voices inside of my head.You're tryin' to save me, stop holdin' your breath.And you think I'm crazy, yeah, you think I'm crazy.I wanted the fame but not the cover of Newsweek.Oh well, guess beggars can't be choosey.Wanted to receive attention for my music.Wanted to be left alone in public, excuse me.For wantin' my cake, and eat it too, and wantin' it both ways.Fame made me a balloon 'cause my ego inflated.When I blew, see, but it was confusing.'Cause all I wanted to do's be the Bruce Lee of loose leaf.Abused ink, used it as a tool when I blew steam.Whoo! Hit the lottery, ooh-wee.But with what I gave up to get it was bittersweet.It was like winnin' a used mink.Ironic 'cause I think I'm gettin' so huge I need a shrink.I'm beginnin' to lose sleep: one sheep, two sheep.Goin' coo-coo and kooky as Kool Keith.But I'm actually weirder than you think, 'cause I'm—.I'm friends with the monster that's under my bed.Get along with the voices inside of my head.You're tryin' to save me, stop holdin' your breath.And you think I'm crazy, yeah, you think I'm crazy.Well, that's nothin' (Ooh-ooh-ooh-ooh).(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh).Well, that's nothin' (Ooh-ooh-ooh-ooh).(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh).Now, I ain't much of a poet.But I know somebody once told me to seize the moment.And don't squander it 'cause you never know when it all.Could be over tomorrow, so I keep conjurin'.Sometimes I wonder where these thoughts spawn from.Yeah, ponderin'll do you wonders.No wonder you're losin' your mind, the way it wanders.Yodel-odel-ay-hee-hoo! I think it went wanderin' off down yonder.And stumbled onto Jeff VanVonderen.'Cause I need an interventionist.To intervene between me and this monster.And save me from myself and all this conflict.'Cause the very thing that I love's killin' me and I can't conquer it.My OCD's conkin' me in the head, keep knockin'.Nobody's home, I'm sleepwalkin'.I'm just relayin' what the voice in my head's sayin'.Don't shoot the messenger, I'm just friends with the—.I'm friends with the monster that's under my bed.Get along with the voices inside of my head.You're tryin' to save me, stop holdin' your breath.And you think I'm crazy, yeah, you think I'm crazy.Well, that's nothin' (Ooh-ooh-ooh-ooh).(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh).Well, that's nothin' (Ooh-ooh-ooh-ooh).(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh).Call me crazy, but I have this vision, one day that.I'll walk amongst you a regular civilian.But until then, drums get killed and.I'm comin' straight at MC's, blood gets spilled and.I'll take you back to the days that I'd get on a Dre track.Give every kid who got played that pumped-up feelin'.And shit to say back to the kids who played him.I ain't here to save the fuckin' children.But if one kid out of a hundred million.Who are goin' through a struggle, feels it and relates, that's great!.It's payback, Russell Wilson fallin' way back.In the draft, turn nothin' into somethin', still can make that.Straw into gold, chump, I will spin—Rumpelstiltskin in a haystack.Maybe I need a straightjacket.Face facts: I am nuts for real, but I'm okay with that!.It's nothin', I'm still friends with the—.I'm friends with the monster that's under my bed.Get along with the voices inside of my head.You're tryin' to save me, stop holdin' your breath.And you think I'm crazy, yeah, you think I'm crazy..I'm friends with the monster that's under my bed.(Get along with) Get along with the voices inside of my head.(You're tryin' to) You're tryin' to save me, stop holdin' your breath.(And you think) And you think I'm crazy, yeah, you think I'm crazy.Well, that's nothin'.(Ooh-ooh-ooh-ooh).(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh).Well, that's nothin' (Ooh-ooh-ooh-ooh).(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)",The Monster
